"occurrence_no","record_type","reid_no","superceded","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","late_interval","early_age","late_age","reference_no","lng","lat","cc","state","county","geogscale","protected","early_age","late_age","cx_int_no","early_int_no","late_int_no","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","collection_aka","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified","paleomodel","paleolng","paleolat","geoplate"
"1040768","occurrence","","","113996","Gomphaeschnini indet.","","234727","Gomphaeschninae","subfamily","107097","Piacenzian","","3.6","2.588","38446, 38446","2.920000","45.570000","FR","","","outcrop","","3.6","2.588","96","96","96","","","","","","","","","","","","""Early Villafranchian""","","diatomite","","","","","""volcaniclastic""","","","","","crater lake","volcanic basin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2012-05-15 02:46:58","2012-05-14 11:46:58","","3.36","45.07","305"
"1041312","occurrence","","","114060","Orthaeschnites n. gen. primus n. sp.","species","234742","Orthaeschnites primus","species","234742","Lutetian","","47.8","41.3","42651, 42651","11.953611","51.321945","DE","Sachsen-Anhalt","","outcrop","","47.8","41.3","108","108","108","","","","","","Untere Unterkohle","I,II","bottom to top","","","","The coallayer is at the border of Cusien to Lutetian\r\nFranzen & Haubold 1986: lower Middle Eocene","","lignite","","","","","""shale""","","","","","mire/swamp","volcanic basin","Geiseltal comes from a swampy environment. Subsidence caused by dissolution of underlying salts and anhydrite (""volcanic basin"" is the closest tectonic setting category).","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2012-05-17 17:54:14","2012-08-22 00:50:43","","17.05","43.36","305"
"1041313","occurrence","","","113752","Aeschnidae indet.","","290053","Aeshnidae","family","71357","Sarmatian","","12.7","11.608","51393, 51393","9.554000","48.412998","DE","Wurttemberg","","outcrop","","12.7","11.608","35","100","99","Thermalsinterkalk","","","","","","","","","","","","Hydrothermal travertine","travertine","","lithified","","","","","","","","spring","volcanic basin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2012-05-17 18:11:12","2014-05-31 11:36:29","","11.18","46.20","305"
"1042264","occurrence","","","114009","Stenolestes belligaudi n. sp.","species","235845","Stenolestes belligaudi","species","235845","Chattian","","28.1","23.03","41732, 41732","2.979000","43.208000","FR","Aude","","outcrop","","28.1","23.03","104","104","104","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","piggyback basin","The Narbonne Basin was formed within an irregular depression located on the Eastern Corbières thrust sheet. During late Oligocene and early Miocene (Aquitanian) times, this piggyback basin was filled with non-marine sediments including lacustrine and palustrine carbonates, evaporites (gypsum), alluvial fine-grained siliciclastics, and fanglomerates.","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-23 06:47:02","2012-05-22 15:47:02","","6.43","38.77","305"
"1042265","occurrence","","","114009","Stenolestes sp.","genus","178186","Stenolestes","genus","178186","Chattian","","28.1","23.03","41732, 41732","2.979000","43.208000","FR","Aude","","outcrop","","28.1","23.03","104","104","104","","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","piggyback basin","The Narbonne Basin was formed within an irregular depression located on the Eastern Corbières thrust sheet. During late Oligocene and early Miocene (Aquitanian) times, this piggyback basin was filled with non-marine sediments including lacustrine and palustrine carbonates, evaporites (gypsum), alluvial fine-grained siliciclastics, and fanglomerates.","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-23 06:48:07","2012-05-22 15:48:07","","6.43","38.77","305"
"1042266","occurrence","","","122984","Lestes brisaci n. sp.","species","235847","Lestes brisaci","species","235847","Chattian","","28.1","23.03","41732, 41732","5.583333","43.849998","FR","","","small collection","","28.1","23.03","104","104","104","","","","bed","","","","","","","","Lower Stampian","""Calcaires""","""carbonate""","","","","","","","","","","lacustrine indet.","rift","Apt basin. Irregular basins formed during extension of the European platform in the Oligocene resulting from the formation of the West-European rift system.","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-23 06:54:03","2012-05-22 15:54:03","","8.91","39.31","305"
"1042267","occurrence","","","127415","Coenagrionidae indet.","family","71727","Coenagrionidae","family","71727","Chattian","","28.1","23.03","41732, 41732","5.454000","43.523998","FR","Bouches-Du-Rhone","","local area","","28.1","23.03","104","104","104","Niveau du gypse d'Aix","","","","","","","","","","","""The ‘insect formation’ is 2.5 m thick, divided in two parts that correspond to two very different environmental conditions. The first (lower) episode is remarkable by its lateral monotony of facies on a distance of 6 km at least, in the outcrops observed on the northwest of Aix-en-Provence. This lower episode is distinguished from the rest of the ‘insect formation’ and from the whole formation of Aix-en-Provence by the presence of a very numerous thin limestone laminae. The second (upper) episode is remarkable by the presence of many silici- fied laminae. The fauna in this level is also very well preserved""….This collection consists of unspecified layers","The deposit presents an alternation of limestone and marls with gypsum.","""limestone""","planar lamination","lithified","","","","","","","","lacustrine - large","rift","This lacustrine formation was deposited in a very large but shallow-water lake, with variable salinity and near the marine coast (Nury 1990, Nury & Thomassin 1994). Irregular basins formed during extension of the European platform in the Oligocene resulting from the formation of the West-European rift system.","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-23 07:04:13","2012-05-22 16:04:13","","8.76","38.99","305"
"1042268","occurrence","","","106699","Thanetophilosina n. gen. menatensis n. sp.","species","235849","Thanetophilosina menatensis","species","235849","Thanetian","","59.2","56","41732, 41732","2.900000","46.099998","FR","","Puy-de-Dôme","outcrop","","59.2","56","110","110","110","Menat","","","","","","","","","","","","spongo-diatomitic","diatomite","","","","","","","","","","crater lake","volcanic basin","Volcanic Paleolake (maar) deposit","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-23 07:12:46","2012-05-22 16:12:46","","10.20","36.11","305"
"1042269","occurrence","","","127415","Caussanelia n. gen. papaziani n. sp.","species","235851","Caussanelia papaziani","species","235851","Chattian","","28.1","23.03","41732, 41732","5.454000","43.523998","FR","Bouches-Du-Rhone","","local area","","28.1","23.03","104","104","104","Niveau du gypse d'Aix","","","","","","","","","","","""The ‘insect formation’ is 2.5 m thick, divided in two parts that correspond to two very different environmental conditions. The first (lower) episode is remarkable by its lateral monotony of facies on a distance of 6 km at least, in the outcrops observed on the northwest of Aix-en-Provence. This lower episode is distinguished from the rest of the ‘insect formation’ and from the whole formation of Aix-en-Provence by the presence of a very numerous thin limestone laminae. The second (upper) episode is remarkable by the presence of many silici- fied laminae. The fauna in this level is also very well preserved""….This collection consists of unspecified layers","The deposit presents an alternation of limestone and marls with gypsum.","""limestone""","planar lamination","lithified","","","","","","","","lacustrine - large","rift","This lacustrine formation was deposited in a very large but shallow-water lake, with variable salinity and near the marine coast (Nury 1990, Nury & Thomassin 1994). Irregular basins formed during extension of the European platform in the Oligocene resulting from the formation of the West-European rift system.","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-23 07:14:19","2012-05-22 16:14:19","","8.76","38.99","305"
"1042270","occurrence","","","114016","Stenolestes dauphinensis n. sp.","species","235844","Stenolestes dauphinensis","species","235844","Rupelian","","33.9","28.1","41732, 41732","5.816000","43.900002","FR","Alpes-de-Haute","","outcrop","","33.9","28.1","105","105","105","","","","","","","","","","","","Oligocéne, Stampien supérieur","","not reported","","lithified","","","","","","","","lacustrine indet.","rift","Apt basin. Irregular basins formed during extension of the European platform in the Oligocene resulting from the formation of the West-European rift system.","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-23 07:18:48","2012-05-22 16:18:48","","9.69","38.61","305"
"1042272","occurrence","","","127743","Aeschnophlebia andreasi n. sp.","species","235857","Aeschnophlebia andreasi","species","235857","Priabonian","","38","33.9","41734, 41734","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bembridge Marls","","","group of beds","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-23 08:15:57","2012-05-22 17:15:57","","4.17","44.91","315"
"1042273","occurrence","","","127743","Oligoaeschna anglica","species","204572","Oligoaeschna anglica","species","204572","Priabonian","","38","33.9","41734, 41734","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bembridge Marls","","","group of beds","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","489","166","Clapham, M.","Edwards, L.","Clapham, M.","2012-05-23 08:17:05","2014-06-29 11:00:37","","4.17","44.91","315"
"1043257","occurrence","","","127946","Oligaeschna jungi","species","234730","Oligaeschna jungi","species","234730","Oligocene","","33.9","23.03","41734, 41734","6.010000","44.185001","FR","","","","","33.9","23.03","36","36","36","","","","","","","","","","","","","","""siliciclastic""","","","","","","","","","","terrestrial indet.","rift","","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-30 05:33:16","2012-05-29 14:33:16","","9.56","39.33","305"
"1043258","occurrence","","","105571","Aeshna stavropolensis n. sp.","species","235858","Aeshna stavropolensis","species","235858","Middle Miocene","","15.97","11.608","41734, 41734","42.320000","45.049999","RU","","","outcrop","","15.97","11.608","35","101","99","Karagan","","","","","","","","","","","","","""shale""","","lithified","carbonaceous","","","","","","","lacustrine indet.","foreland basin","","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-30 05:35:19","2012-05-29 14:35:19","","42.53","42.12","302"
"1043259","occurrence","","","127947","Mioidionyx n. gen. stavropolensis n. sp.","species","235861","Mioidionyx stavropolensis","species","235861","Middle Miocene","","15.97","11.608","41734, 41734","42.320000","45.049999","RU","","","outcrop","","15.97","11.608","35","101","99","","","","","","","","","","","","Middle Miocene, Upper Chokrakian regional stage","","""shale""","","lithified","carbonaceous","","","","","","","lacustrine indet.","foreland basin","","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-30 05:41:22","2012-05-29 14:41:22","","42.53","42.12","302"
"1043260","occurrence","","","127948","Libellula ukrainensis n. sp.","species","235862","Libellula ukrainensis","species","235862","Late Miocene","","11.608","5.333","41734, 41734","36.432999","45.355999","UA","Kerch","","","","11.608","5.333","35","99","98","","","","","","","","","","","","","","""siliciclastic""","","lithified","","","","","","","","deep-water indet.","foreland basin","""Fossilization of the remains took pace at the depth of at least 200 m and a the distance of 50 km away from the shore"" Klimaszewski, 2003","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-30 06:14:04","2012-05-29 15:14:04","","36.68","43.69","302"
"1043261","occurrence","","","114117","Jeanlegrandia n. gen. oligocenica n. sp.","species","235864","Jeanlegrandia oligocenica","species","235864","Late Oligocene","","28.4","23.03","41734, 41734","5.381000","43.561001","FR","Aix-en-Provence","","outcrop","","28.4","23.03","36","36","104","","","","","","insect level","insect level","","","","","","","not reported","","lithified","","","","","","","","lacustrine - large","rift","This lacustrine formation was deposited in a very large but shallow-water lake, with variable salinity and near the marine coast (Nury 1990, Nury & Thomassin 1994). Irregular basins formed during extension of the European platform in the Oligocene resulting from the formation of the West-European rift system.","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-30 06:24:42","2012-05-29 15:24:42","","8.70","39.03","305"
"1043262","occurrence","","","105571","Sympetrum sp.","genus","281210","Sympetrum","genus","281210","Middle Miocene","","15.97","11.608","41734, 41734","42.320000","45.049999","RU","","","outcrop","","15.97","11.608","35","101","99","Karagan","","","","","","","","","","","","","""shale""","","lithified","carbonaceous","","","","","","","lacustrine indet.","foreland basin","","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-30 06:26:06","2012-05-29 15:26:06","","42.53","42.12","302"
"1043263","occurrence","","","105571","Pantalinae indet.","subfamily","281209","Pantalinae","subfamily","281209","Middle Miocene","","15.97","11.608","41734, 41734","42.320000","45.049999","RU","","","outcrop","","15.97","11.608","35","101","99","Karagan","","","","","","","","","","","","","""shale""","","lithified","carbonaceous","","","","","","","lacustrine indet.","foreland basin","","","166","489","0","Clapham, M.","Edwards, L.","unknown","2012-05-30 06:27:33","2012-05-29 15:27:33","","42.53","42.12","302"
"1046410","occurrence","","","122230","Bolcathore n. gen. colorata n. sp.","species","238597","Bolcathore colorata","species","238597","Lutetian","","47.8","41.3","42003, 42003","11.210000","45.578609","IT","","","small collection","","47.8","41.3","108","108","108","","","","group of beds","","","","","","","","","","""limestone""","","lithified","","","","","","","","lagoonal/restricted shallow subtidal","rift","Extensional basins formed from rifting of Trento platform.","","166","166","0","Clapham, M.","Clapham, M.","unknown","2012-06-15 01:48:30","2012-06-14 10:48:30","","17.79","35.07","307"
"1046411","occurrence","","","122230","Bolcathemis n. gen. nervosa n. sp.","species","238598","Bolcathemis nervosa","species","238598","Lutetian","","47.8","41.3","42003, 42003","11.210000","45.578609","IT","","","small collection","","47.8","41.3","108","108","108","","","","group of beds","","","","","","","","","","""limestone""","","lithified","","","","","","","","lagoonal/restricted shallow subtidal","rift","Extensional basins formed from rifting of Trento platform.","","166","166","0","Clapham, M.","Clapham, M.","unknown","2012-06-15 01:48:30","2012-06-14 10:48:30","","17.79","35.07","307"
"1046412","occurrence","","","122230","Bolcacordulia n. gen. paradoxa n. sp.","species","238601","Bolcacordulia paradoxa","species","238601","Lutetian","","47.8","41.3","42003, 42003","11.210000","45.578609","IT","","","small collection","","47.8","41.3","108","108","108","","","","group of beds","","","","","","","","","","""limestone""","","lithified","","","","","","","","lagoonal/restricted shallow subtidal","rift","Extensional basins formed from rifting of Trento platform.","","166","166","0","Clapham, M.","Clapham, M.","unknown","2012-06-15 01:48:30","2012-06-14 10:48:30","","17.79","35.07","307"
"1055936","occurrence","","","113893","Calopterygoidea ? indet.","superfamily","220890","Calopterygoidea","superfamily","220890","Turolian","","8.7","5.333","42270, 42270","4.682000","44.678001","FR","Ardèche","","outcrop","","8.7","5.333","35","99","98","","","","","","","","","","","","","diatomites volcano-sedimentaires","diatomite","","lithified","","","""volcaniclastic""","","","","","crater lake","volcanic basin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2012-07-12 08:13:35","2012-07-11 17:13:35","","5.59","43.49","305"
"1055937","occurrence","","","122195","Calopterygoidea indet.","superfamily","220890","Calopterygoidea","superfamily","220890","Messinian","","7.246","5.333","42270, 42270","2.884000","45.119999","FR","Cantal","","outcrop","","7.246","5.333","98","98","98","","","","","","","","","","","","","volcano-sedimentary maar","marl","diatomaceous","lithified","","","","","","","","crater lake","volcanic basin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2012-07-12 08:17:16","2012-07-11 17:17:16","","3.69","44.13","305"
"1055938","occurrence","","","127415","Umma ? sp.","genus","241892","Umma","genus","241892","Chattian","","28.1","23.03","42270, 42270","5.454000","43.523998","FR","Bouches-Du-Rhone","","local area","","28.1","23.03","104","104","104","Niveau du gypse d'Aix","","","","","","","","","","","""The ‘insect formation’ is 2.5 m thick, divided in two parts that correspond to two very different environmental conditions. The first (lower) episode is remarkable by its lateral monotony of facies on a distance of 6 km at least, in the outcrops observed on the northwest of Aix-en-Provence. This lower episode is distinguished from the rest of the ‘insect formation’ and from the whole formation of Aix-en-Provence by the presence of a very numerous thin limestone laminae. The second (upper) episode is remarkable by the presence of many silici- fied laminae. The fauna in this level is also very well preserved""….This collection consists of unspecified layers","The deposit presents an alternation of limestone and marls with gypsum.","""limestone""","planar lamination","lithified","","","","","","","","lacustrine - large","rift","This lacustrine formation was deposited in a very large but shallow-water lake, with variable salinity and near the marine coast (Nury 1990, Nury & Thomassin 1994). Irregular basins formed during extension of the European platform in the Oligocene resulting from the formation of the West-European rift system.","","166","418","0","Clapham, M.","Karr, J.","unknown","2012-07-12 08:20:13","2012-07-11 17:20:13","","8.76","38.99","305"
"1055943","occurrence","27110","","113998","Epallage sp.","genus","241885","Epallage","genus","241885","Messinian","","7.246","5.333","42270, 42270","8.083000","44.716000","IT","Piedmont","","outcrop","","7.246","5.333","98","98","98","","","","","","","","","","","","","","not reported","","lithified","","","","","","","","terrestrial indet.","intermontane basin","Piedmont basin. Deposited in an active transtensional and transpressional tectonic setting. The basin developed between the orogenic wedges of the Alps and Apennines during times of active structural evolution. The result was a complex physiography organized in sub-basins which, through time, hosted several mixed depositional systems characterized by different size, geometry, internal architectural styles and sedimentary facies associations. Since the Miocene, the whole area was dominated by transpressive tectonics. Post-Burdigalian sedimentation was achieved in a highly subsiding asymmetric trough (E–W oriented).","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2012-07-12 09:08:38","2014-06-12 15:24:15","","9.21","43.34","307"
"1066845","occurrence","30020","","131964","Lithogomphus n. gen. muenzenbergianus n. sp.","species","259942","Lithogomphus muenzenbergianus","species","259942","Badenian","","13.65","12.7","45145, 45145","15.086000","47.393002","AT","","","outcrop","","13.65","12.7","100","100","100","","","","","","","","","","","","Age given as Carpatien- Badenien inferieur",""" L'aile est conservée ù la surface d'une fine lamine noire charbonneuse"" Nel, 1992","lignite","planar lamination,black","lithified","","","","","","","","mire/swamp","pull-apart basin","""The seam is covered by up to 18 m of sapropelic shales, which contain fish remains and a fossil flora with more than 400 species."" Gruber & Sachsenhofer, 2001\r\n""According to Neubauer et al. (2000), the Leoben Basin formed as a halfgraben in a general strike-slip setting. It was later deformed by N–S shortening leading to reverse faulting along the southern margin of the basin."" Gruber & Sachsenhofer, 2001","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2012-08-03 14:23:04","2014-06-07 20:26:09","","17.26","44.10","307"
"1069961","occurrence","","","114060","Odonata indet.","order","71353","Odonata","order","71353","Lutetian","","47.8","41.3","42651, 42651","11.953611","51.321945","DE","Sachsen-Anhalt","","outcrop","","47.8","41.3","108","108","108","","","","","","Untere Unterkohle","I,II","bottom to top","","","","The coallayer is at the border of Cusien to Lutetian\r\nFranzen & Haubold 1986: lower Middle Eocene","","lignite","","","","","""shale""","","","","","mire/swamp","volcanic basin","Geiseltal comes from a swampy environment. Subsidence caused by dissolution of underlying salts and anhydrite (""volcanic basin"" is the closest tectonic setting category).","","166","418","0","Clapham, M.","Karr, J.","unknown","2012-08-22 15:50:44","2012-08-22 00:50:44","","17.05","43.36","305"
"1072125","occurrence","","","123987","Libellula (Aeschna) brodiei n. sp.","species","243902","Archithemis brodiei","species","243903","Early Toarcian","","183","182","50580, 50580","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2012-09-03 13:10:50","2014-03-30 22:50:43","","26.64","44.67","315"
"1072144","occurrence","","","123987","Heterophlebia geinitzi n. sp.","species","180068","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35209, 35209","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2012-09-03 14:25:01","2012-09-02 23:25:01","","26.64","44.67","315"
"1072147","occurrence","29380","","123987","Heterothemis n. gen. germanica n. sp.","species","180328","Heterothemis brodiei","species","279242","Early Toarcian","","183","182","35209, 35209","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2012-09-03 14:34:54","2015-06-15 19:22:03","","26.64","44.67","315"
"1072148","occurrence","","","123987","Liadothemis n. gen. hydrodictyon n. sp.","species","180329","Liadothemis hydrodictyon","species","180329","Early Toarcian","","183","182","35209, 35209","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2012-09-03 14:36:58","2012-09-02 23:36:58","","26.64","44.67","315"
"1072149","occurrence","","","123987","Petrothemis n. gen. singularis n. sp.","species","243927","Petrothemis singularis","species","243927","Early Toarcian","","183","182","35209, 35209","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2012-09-03 14:36:58","2012-09-02 23:36:58","","26.64","44.67","315"
"1072152","occurrence","","","123987","Parelthothemis n. gen. dobbertinensis n. sp.","species","244489","Parelthothemis dobbertinensis","species","244489","Early Toarcian","","183","182","35209, 35209","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2012-09-03 14:41:33","2012-09-02 23:41:33","","26.64","44.67","315"
"1072153","occurrence","29808","","123987","Anomothemis n. gen. brevistigma n. sp.","species","244491","Anomothemis brevistigma","species","244491","Early Toarcian","","183","182","35209, 35209","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2012-09-03 14:41:33","2015-06-15 19:22:04","","26.64","44.67","315"
"1072154","occurrence","29608","","123987","Anisozygopteron ? geinitzianum n. sp.","species","244492","Anisozygopteron geinitzianum","species","244492","Early Toarcian","","183","182","35209, 35209","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2012-09-03 14:41:33","2015-06-15 19:22:04","","26.64","44.67","315"
"1072155","occurrence","","","131766","Aeschna hageni n. sp.","species","180093","Anisozygopteron hageni","species","180094","Angulata","","201.3","196.5","47508, 47508","8.233333","47.466667","CH","","Aargau","outcrop","","201.3","196.5","43","134","133","Insektenmergel","","","group of beds","","","","","","","","","","claystone","black","lithified","","Y","","","","","","offshore","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2012-09-03 14:42:54","2014-03-22 21:39:59","","19.25","36.05","305"
"1074631","occurrence","","","133578","Protolindenia wittei","species","203606","Protolindenia wittei","species","203606","Early Tithonian","","150.8","145","8357, 8357","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","Y","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2012-09-18 14:33:24","2013-02-18 13:59:45","","23.87","32.08","305"
"1080707","occurrence","","","138912","Lestinoidea indet.","superfamily","181185","Lestinoidea","superfamily","181185","MP 13","","48.6","40.4","43376, 43376","6.840000","50.099998","DE","Eifel","Eckfeld","small collection","","48.6","40.4","37","109","107","Eifel","","","bed","","","","","","","","""MP 13... recently dated at 44.3 +/- 0.4 million years BP (Mertz et al. 2000)"" (Franzen 2004). Insects come mostly from horizons near marker horizon HT & KaLH.","...laminitic ""oilshales"" and siltstones... with frequent turbiditic intercalations... plant macrofossils are ... distributed throughout the sequence under investigation. ... coarse and robust plant debris such as wood fragments and large fruits/seeds is concentrated in the turbiditic layers. (Wilde and Frankenhauser 1998).","siltstone","planar lamination","","","Y","""shale""","planar lamination","","","Y","crater lake","volcanic basin","""a small freshwater [crater] lake a few hundred meters in diameter"" (Franzen 2004)","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2012-10-30 05:00:30","2013-02-08 15:50:10","","12.55","42.30","315"
"1080708","occurrence","","","135641","Gomphaeschnidae indet.","family","176762","Gomphaeschnidae","family","176762","MP 13","","48.6","40.4","43376, 43376","6.840000","50.099998","DE","Eifel","Eckfeld","small collection","","48.6","40.4","37","109","107","Eifel","","","bed","MP 13","","","","","","","The Eifel is the German part of the outcropping Variscan Basement west of the river Rhine and nort of the river Mosel.\r\n""MP 13... recently dated at 44.3 +/- 0.4 million years BP (Mertz et al. 2000)"" (Franzen 2004)\r\n\r\nInsects come mostly from teo horizons near marker horizon HT & KaLH","...laminitic ""oilshales"" and siltstones... with frequent turbiditic intercalations... plant macrofossils are ... distributed throughout the sequence under investigation. ... coarse and robust plant debris such as wood fragments and large fruits/seeds is concentrated in the turbiditic layers. (Wilde and Frankenhauser 1998).","siltstone","planar lamination","","","Y","""shale""","planar lamination","","","Y","crater lake","volcanic basin","""a small freshwater [crater] lake a few hundred meters in diameter"" (Franzen 2004)","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2012-10-30 05:00:30","2012-10-29 13:29:08","","12.55","42.30","315"
"1095782","occurrence","","","122872","Germanostenolestes n. gen. lutzi n. sp.","species","255204","Germanostenolestes lutzi","species","255204","Sarmatian","","12.7","11.608","44247, 44247","8.933333","47.666668","DE","Baden-Württemberg","","outcrop","","12.7","11.608","35","100","99","Upper Freshwater-Molasse","","Upper Oehningen beds","group of beds","MN 7","","","","","","","","","""limestone""","","lithified","","","","","","","","lacustrine - large","foreland basin","""Rising into massive mountains, as in the well-known Righi and Rossberg, they attain a thickness of more than 6000 feet. While they include proofs of the presenceof the sea, they have preserved with marvellous perfection a large number of the plants which clothed the Alps, and of the insects which flitted through the woodlands. They form part of a great series of deposits which have been termed “Molasse” by the Swiss geologists...By far the larger portion of these strata is of lacustrine origin. They must have been formed in a large lake, the area of which probably underwent gradual subsidence during the period of deposition, until in Miocene times the sea once more overflowed the area. We may form some idea of the importance of the lake from the fact already stated, that the deposits formed in its waters are upwards of 6000 feet thick. Thanks to the untiring labours of Professor Heer, We know more of the vegetation of the mountains round that lake during Oligocene and Miocene time than we do of that of any other ancient geological period. "" Geikie, 1882 \r\n""...deposited in the Northern Alpine Foreland basin..."" Uhl et al., 2006","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-01-12 03:48:34","2013-01-11 10:50:11","","10.55","45.46","305"
"1098713","occurrence","","","113996","Libellula eusebioi n. sp.","species","256265","Libellula eusebioi","species","256265","Piacenzian","","3.6","2.588","50588, 50588","2.920000","45.570000","FR","","","outcrop","","3.6","2.588","96","96","96","","","","","","","","","","","","""Early Villafranchian""","","diatomite","","","","","""volcaniclastic""","","","","","crater lake","volcanic basin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-01-27 03:33:45","2016-03-22 09:59:57","","3.36","45.07","305"
"1100274","occurrence","","","138936","Libellula sieboldiana n. sp.","species","257042","Libellula sieboldiana","species","257042","Late Miocene","","11.608","5.333","50728, 50728","16.799999","51.028000","PL","","","outcrop","","11.608","5.333","35","99","98","","","","group of beds","","","","","","","","","","claystone","","lithified","","","","","","","","lacustrine indet.","cratonic basin","Warsaw basin in Central European Basin System, a major intracratonic basin system.","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-02 17:31:43","2014-04-11 23:09:00","","17.72","49.49","305"
"1100275","occurrence","","","138936","Libellula kieseli n. sp.","species","257043","Libellula kieseli","species","257043","Late Miocene","","11.608","5.333","37742, 37742","16.799999","51.028000","PL","","","outcrop","","11.608","5.333","35","99","98","","","","group of beds","","","","","","","","","","claystone","","lithified","","","","","","","","lacustrine indet.","cratonic basin","Warsaw basin in Central European Basin System, a major intracratonic basin system.","","166","166","0","Clapham, M.","Clapham, M.","unknown","2013-02-02 17:31:43","2013-02-02 00:31:43","","17.72","49.49","305"
